Time Setpoint Input Output
131 155.00 159.75 0.00
132 155.00 160.75 0.00
133 160.00 161.50 0.00
134 160.00 162.25 0.00
135 160.00 163.00 0.00
136 160.00 163.75 0.00
137 160.00 164.00 0.00
138 160.00 165.25 0.00
139 160.00 165.25 0.00
140 160.00 166.25 0.00
141 160.00 166.75 0.00
142 165.00 166.50 0.00
143 165.00 167.25 0.00
144 165.00 167.25 0.00
145 165.00 167.75 0.00
146 165.00 168.50 0.00
147 165.00 168.50 0.00
148 165.00 168.00 0.00
149 165.00 169.00 0.00
150 165.00 169.25 0.00
151 170.00 169.25 413.79
152 170.00 169.75 476.33
153 170.00 169.00 201.34
154 170.00 170.25 738.89
155 170.00 169.75 0.00
156 170.00 170.25 451.39
157 170.00 169.25 51.38
158 170.00 170.50 726.41
159 170.00 169.50 0.00
160 175.00 171.00 2000.00
161 175.00 170.50 1076.86
162 175.00 170.00 1727.09
163 175.00 170.25 1877.34
164 175.00 170.00 1615.08
165 175.00 170.50 1815.33
166 175.00 171.25 1478.05
167 175.00 170.75 1190.74
168 175.00 171.75 1653.45
169 180.00 171.00 2000.00
170 180.00 172.25 2000.00
171 180.00 172.25 2000.00
172 180.00 172.25 2000.00
173 180.00 173.00 2000.00
174 180.00 173.00 2000.00
175 180.00 174.75 2000.00
176 180.00 174.00 1456.39
177 180.00 174.25 2000.00
178 185.00 175.50 2000.00
179 185.00 175.75 2000.00
180 185.00 176.50 2000.00
181 185.00 177.25 2000.00
182 185.00 177.50 2000.00
183 185.00 178.50 2000.00
184 185.00 179.25 1959.68
185 185.00 179.50 1797.46
186 185.00 180.75 1847.74
187 190.00 181.00 2000.00
188 190.00 182.25 2000.00
189 190.00 183.00 2000.00
190 190.00 183.75 2000.00
191 190.00 184.25 1949.70
192 190.00 185.25 1862.49
193 190.00 185.25 1437.73
194 190.00 187.00 1412.94
195 190.00 187.50 850.59
196 195.00 188.75 2000.00
197 195.00 189.25 1826.28
198 195.00 190.00 1864.06
199 195.00 190.50 1576.81
200 195.00 192.00 1489.54
201 195.00 192.25 789.69
202 195.00 193.75 1027.33
203 195.00 193.75 264.89
204 195.00 195.50 639.95
205 200.00 194.50 1177.68
206 200.00 196.25 2000.00
207 200.00 197.00 953.14
208 200.00 197.25 978.29
209 200.00 197.75 1028.43
210 200.00 199.00 816.04
211 200.00 199.00 253.59
212 200.00 200.00 566.14
213 200.00 200.00 16.14
214 240.00 201.50 2000.00
215 240.00 201.75 2000.00
216 240.00 202.00 2000.00
217 240.00 202.75 2000.00
218 240.00 203.25 2000.00
219 240.00 204.00 2000.00
220 240.00 204.50 2000.00
221 240.00 204.75 2000.00
222 240.00 204.75 2000.00
223 240.00 205.75 2000.00
224 240.00 206.50 2000.00
225 240.00 206.50 2000.00
226 240.00 207.25 2000.00
227 240.00 207.75 2000.00
228 240.00 208.25 2000.00
229 240.00 209.25 2000.00
230 240.00 210.25 2000.00
231 240.00 211.00 2000.00
232 240.00 212.00 2000.00
233 240.00 212.50 2000.00
234 240.00 213.25 2000.00
235 240.00 214.00 2000.00
236 240.00 215.25 2000.00
237 240.00 216.00 2000.00
238 240.00 216.00 2000.00
239 240.00 217.50 2000.00
240 240.00 218.75 2000.00
241 240.00 219.75 2000.00
242 240.00 220.50 2000.00
243 240.00 221.50 2000.00
244 240.00 221.75 2000.00
245 240.00 222.50 2000.00
246 240.00 223.50 2000.00
247 240.00 224.50 2000.00
248 240.00 225.25 2000.00
249 240.00 225.75 2000.00
250 240.00 226.50 2000.00
251 240.00 227.50 2000.00
252 240.00 228.75 2000.00
253 240.00 229.75 2000.00
254 240.00 230.75 2000.00
255 240.00 232.00 2000.00
256 240.00 232.75 2000.00
257 240.00 233.75 2000.00
258 240.00 235.00 1846.85
259 100.00 235.25 0.00
260 100.00 236.75 0.00
261 100.00 237.50 0.00
262 100.00 238.25 0.00
263 100.00 239.25 0.00
264 100.00 239.75 0.00
265 100.00 239.75 0.00
266 100.00 240.25 0.00
267 100.00 240.75 0.00
268 100.00 241.75 0.00
269 100.00 241.50 0.00
270 100.00 242.50 0.00
271 100.00 242.50 0.00
272 100.00 243.00 0.00
273 100.00 243.25 0.00
274 100.00 243.50 0.00
275 100.00 242.75 0.00
276 100.00 243.50 0.00
277 100.00 243.25 0.00
278 100.00 242.75 0.00
279 100.00 243.00 0.00
280 100.00 243.75 0.00
281 100.00 243.50 0.00
282 100.00 243.50 0.00
283 100.00 243.25 0.00
284 100.00 243.50 0.00
285 100.00 243.00 0.00
286 100.00 242.75 0.00
287 100.00 242.25 0.00
288 100.00 242.50 0.00
289 100.00 241.50 0.00
290 100.00 241.75 0.00
291 100.00 241.00 0.00
292 100.00 241.00 0.00
293 100.00 241.00 0.00
294 100.00 241.25 0.00
295 100.00 240.50 0.00
296 100.00 240.25 0.00
297 100.00 240.25 0.00
298 100.00 240.00 0.00
299 100.00 239.25 0.00
300 100.00 239.25 0.00
301 100.00 239.00 0.00
302 100.00 238.75 0.00
303 100.00 238.25 0.00
304 100.00 238.00 0.00
305 100.00 237.50 0.00
306 100.00 237.00 0.00
307 100.00 236.50 0.00
308 100.00 236.50 0.00
309 100.00 235.00 0.00
310 100.00 234.75 0.00
311 100.00 234.25 0.00
312 100.00 234.00 0.00
313 100.00 234.00 0.00
314 100.00 233.75 0.00
315 100.00 232.75 0.00
316 100.00 232.25 0.00
317 100.00 231.75 0.00
318 100.00 230.75 0.00
319 100.00 230.25 0.00
320 100.00 229.00 0.00
321 100.00 229.00 0.00
322 100.00 227.75 0.00
323 100.00 227.00 0.00
324 100.00 225.50 0.00
325 100.00 223.75 0.00
326 100.00 221.75 0.00
327 100.00 220.75 0.00
328 100.00 219.25 0.00
329 100.00 217.50 0.00
330 100.00 216.00 0.00
331 100.00 214.50 0.00
332 100.00 213.25 0.00
333 100.00 213.00 0.00
334 100.00 211.75 0.00
335 100.00 209.00 0.00
336 100.00 209.25 0.00
337 100.00 206.50 0.00
338 100.00 206.50 0.00
339 100.00 205.50 0.00
340 100.00 204.25 0.00
341 100.00 203.25 0.00
342 100.00 201.75 0.00
343 100.00 200.75 0.00
344 100.00 200.00 0.00
345 100.00 198.50 0.00
346 100.00 197.50 0.00
347 100.00 197.25 0.00
348 100.00 197.00 0.00
349 100.00 195.50 0.00
350 100.00 195.25 0.00
351 100.00 194.75 0.00
352 100.00 193.25 0.00
353 100.00 192.75 0.00
354 100.00 192.50 0.00
355 100.00 192.00 0.00
356 100.00 191.00 0.00
357 100.00 189.75 0.00
358 100.00 189.25 0.00
359 100.00 188.25 0.00
360 100.00 188.25 0.00
361 100.00 186.50 0.00
362 100.00 186.25 0.00
363 100.00 185.75 0.00
364 100.00 185.25 0.00
365 100.00 184.75 0.00
366 100.00 184.00 0.00
367 100.00 182.75 0.00
368 100.00 183.00 0.00
369 100.00 181.75 0.00
370 100.00 181.25 0.00
371 100.00 180.75 0.00
372 100.00 180.50 0.00
373 100.00 179.25 0.00
374 100.00 178.50 0.00
375 100.00 177.50 0.00
376 100.00 176.50 0.00
377 100.00 176.25 0.00
378 100.00 175.50 0.00
379 100.00 175.25 0.00
380 100.00 175.25 0.00
381 100.00 174.50 0.00
382 100.00 174.00 0.00
383 100.00 173.50 0.00
384 100.00 172.25 0.00
385 100.00 172.25 0.00
386 100.00 171.50 0.00
387 100.00 171.25 0.00
388 100.00 170.50 0.00
389 100.00 170.25 0.00
390 100.00 168.75 0.00
391 100.00 167.75 0.00
392 100.00 167.25 0.00
393 100.00 166.75 0.00
394 100.00 166.50 0.00
395 100.00 166.25 0.00
396 100.00 164.50 0.00
397 100.00 163.75 0.00
398 100.00 163.00 0.00
399 100.00 162.25 0.00
400 100.00 161.25 0.00
401 100.00 159.75 0.00
402 100.00 159.50 0.00
403 100.00 158.75 0.00
404 100.00 158.00 0.00
405 100.00 157.00 0.00
406 100.00 156.50 0.00
407 100.00 156.00 0.00
408 100.00 155.25 0.00
409 100.00 155.00 0.00
410 100.00 154.50 0.00
411 100.00 153.75 0.00
412 100.00 153.25 0.00
413 100.00 153.00 0.00
414 100.00 153.00 0.00
415 100.00 152.50 0.00
416 100.00 152.25 0.00
417 100.00 152.25 0.00
418 100.00 151.50 0.00
419 100.00 151.25 0.00
420 100.00 151.00 0.00
421 100.00 151.00 0.00
422 100.00 150.25 0.00
423 100.00 149.50 0.00
424 100.00 149.25 0.00
425 100.00 148.25 0.00
426 100.00 147.50 0.00
427 100.00 147.50 0.00
428 100.00 146.25 0.00
429 100.00 145.50 0.00
430 100.00 144.50 0.00
431 100.00 143.00 0.00
432 100.00 143.25 0.00
433 100.00 142.50 0.00
434 100.00 142.75 0.00
435 100.00 142.00 0.00
436 100.00 142.00 0.00
437 100.00 141.50 0.00
438 100.00 141.25 0.00
439 100.00 141.25 0.00
440 100.00 140.25 0.00
441 100.00 139.50 0.00
442 100.00 139.50 0.00
443 100.00 139.00 0.00
444 100.00 138.75 0.00
445 100.00 138.50 0.00
446 100.00 137.50 0.00
447 100.00 137.00 0.00
448 100.00 136.00 0.00
449 100.00 135.75 0.00
450 100.00 135.00 0.00
451 100.00 134.25 0.00
452 100.00 134.00 0.00
453 100.00 133.75 0.00
454 100.00 133.50 0.00
455 100.00 132.75 0.00
456 100.00 132.00 0.00
457 100.00 131.75 0.00
458 100.00 131.50 0.00
459 100.00 131.00 0.00
460 100.00 130.75 0.00
461 100.00 129.75 0.00
462 100.00 129.75 0.00
463 100.00 129.75 0.00
464 100.00 128.50 0.00
465 100.00 128.50 0.00
466 100.00 128.00 0.00
467 100.00 127.50 0.00
468 100.00 126.75 0.00
469 100.00 127.00 0.00
470 100.00 126.50 0.00
471 100.00 126.25 0.00
472 100.00 126.00 0.00
473 100.00 124.75 0.00
474 100.00 124.75 0.00
475 100.00 124.50 0.00
476 100.00 123.75 0.00
477 100.00 123.25 0.00
478 100.00 123.00 0.00
479 100.00 122.50 0.00
480 100.00 122.25 0.00
481 100.00 121.75 0.00
482 100.00 121.50 0.00
483 100.00 121.25 0.00
484 100.00 120.50 0.00
485 100.00 120.50 0.00
486 100.00 119.75 0.00
487 100.00 119.25 0.00
488 100.00 119.00 0.00
489 100.00 118.75 0.00
490 100.00 118.25 0.00
491 100.00 118.25 0.00
492 100.00 118.25 0.00
493 100.00 117.75 0.00
494 100.00 117.50 0.00
495 100.00 116.50 0.00
496 100.00 116.25 0.00
497 100.00 116.00 0.00
498 100.00 115.75 0.00
499 100.00 115.25 0.00
500 100.00 115.25 0.00
501 100.00 114.25 0.00
502 100.00 114.25 0.00
503 100.00 114.25 0.00
504 100.00 114.00 0.00
505 100.00 113.25 0.00
506 100.00 113.00 0.00
507 100.00 112.75 0.00
508 100.00 112.50 0.00
509 100.00 111.75 0.00
510 100.00 111.75 0.00
511 100.00 111.00 0.00
512 100.00 110.25 0.00
513 100.00 110.25 0.00
514 100.00 109.50 0.00
515 100.00 109.00 0.00
516 100.00 108.50 0.00
517 100.00 108.75 0.00
518 100.00 108.50 0.00
519 100.00 108.25 0.00
520 100.00 107.00 0.00
521 100.00 106.50 0.00
522 100.00 106.75 0.00
523 100.00 106.50 0.00
524 100.00 105.50 0.00
525 100.00 105.50 0.00
526 100.00 105.00 0.00
527 100.00 105.75 0.00
528 100.00 105.25 0.00
529 100.00 105.00 0.00
530 100.00 104.75 0.00
531 100.00 104.00 0.00
532 100.00 104.00 0.00
533 100.00 104.00 0.00
534 100.00 103.75 0.00
535 100.00 103.25 0.00
536 100.00 103.00 0.00
537 100.00 102.75 0.00
538 100.00 102.75 0.00
539 100.00 102.50 0.00
540 100.00 102.25 0.00
541 100.00 100.75 0.00
542 100.00 100.75 300.00
543 100.00 100.75 0.00
544 100.00 100.25 0.00
545 100.00 99.50 100.00
