Time Setpoint Input Output
316 250.00 201.25 2000.00
317 250.00 201.50 2000.00
318 250.00 201.75 2000.00
319 250.00 202.50 2000.00
320 250.00 202.50 2000.00
321 250.00 203.25 2000.00
322 250.00 203.00 2000.00
323 250.00 203.00 2000.00
324 250.00 203.00 2000.00
325 250.00 203.25 2000.00
326 250.00 202.75 2000.00
327 250.00 203.00 2000.00
328 250.00 203.75 2000.00
329 250.00 203.25 2000.00
330 250.00 203.00 2000.00
331 250.00 203.75 2000.00
332 250.00 203.50 2000.00
333 250.00 204.00 2000.00
334 250.00 204.00 2000.00
335 250.00 204.25 2000.00
336 250.00 204.50 2000.00
337 250.00 204.00 2000.00
338 250.00 204.00 2000.00
339 250.00 204.00 2000.00
340 250.00 204.25 2000.00
341 250.00 203.50 2000.00
342 250.00 203.50 2000.00
343 250.00 203.50 2000.00
344 250.00 203.00 2000.00
345 250.00 203.75 2000.00
346 250.00 204.00 2000.00
347 250.00 203.75 2000.00
348 250.00 204.00 2000.00
349 250.00 204.00 2000.00
350 250.00 204.00 2000.00
351 250.00 204.00 2000.00
352 250.00 204.50 2000.00
353 250.00 204.75 2000.00
